F1_ID,Match_ID,Exact_ID,Close_ID,No_Match_DF1,No_Match_DF2,Name_Match,Dates_Match,F2_Match
33830-gregor-gillespie,Gregor-Gillespie-3652,,"Glaico Franca UFC Fight Night 95: Cyborg vs. Lansberg 2016-09-24
",,,1.0,1,0.99
jesse-gillespie,Jesse-Gillespie-625,,"Jesse Jones Strikeforce: Shamrock vs Le 2008-03-29
",,,1.0,1,1.0
jason-gilliam,Jason-Gilliam-84,,"Chris Lytle UFC 73: Stacked 2007-07-07
",,,1.0,1,1.0
krishaun-gilmore,Krishaun-Gilmore-2261,"Charles McTorry Strikeforce Challengers 13 2011-01-07
",,,,1.0,1,1.0
mike-glenn,Mike-Glenn-2216,,"Lee Brousseau Strikeforce: Henderson vs. Babalu 2010-12-04
",,,1.0,1,1.0
17746-rick-glenn,Rick-Glenn-3609,,"Lyndon Whitlock Score Fighting Series 6: Horodecki vs. Cardinal 2012-10-19
",,,1.0,1,0.99
clint-godfrey,Clint-Godfrey-1705,,"Wagnney Fabiano WEC 46: Varner vs Henderson 2010-01-10
",,,1.0,1,1.0
29343-rodrigo-goiana-de-lima-monstro,Rodrigo-Goiana-De-Lima-4992,,"Neil Magny UFC Fight Night 43: Te Huna vs. Marquardt 2014-06-28
",,,1.0,1,1.0
96311-marcelo-golm,Marcelo-Golm-7557,,"Christian Colombo UFC Fight Night 119: Machida vs. Brunson 2017-10-28
",,,1.0,1,1.0
david-gomez,David-Gomez-887,,"Brett Jackowski EliteXC: Heat 2008-10-04
",,,1.0,1,0.63
frank-gomez,Frank-Gomez-1012,,"Scott Jorgensen WEC 38: Varner vs Cerrone 2009-01-25
",,,1.0,1,0.98
43005-joey-gomez,Joey-Gomez-6023,,"Rob Font UFC Fight Night 81: Dillashaw vs. Cruz 2016-01-17
",,,1.0,1,0.78
sergio-gomez,Sergio-Gomez-565,"Richard Crunkilton WEC 33 2008-03-26
",,,,1.0,1,0.91
ulysses-gomez-useless,Ulysses-Gomez-1066,,"David Suarez PFC: Best Of Both Worlds 2009-02-06
",,"Pat Runez PFC 13: Validation 2009-05-08
",1.0,1,1.0
gabriel-gonzaga-napao,Gabriel-Gonzaga-78,,"Randy Couture UFC 74: Respect 2007-08-25
",,,1.0,1,0.99
fernando-gonzalez,Fabian-Gonzalez-5425,,"Albert Morales Bellator 132: Freire vs. Straus 2015-01-16
",,,0.75,1,0.33
21324-pearl-gonzalez,Pearl-Gonzalez-3889,,"Suzie Montero XFC 22: Crossing The Line 2013-02-22
",,,1.0,1,1.0
kier-gooch,Kier-Gooch-2060,,"Adam Schindler Strikeforce: Houston 2010-08-21
",,,1.0,1,1.0
lyman-good-cyborg,Lyman-Good-1161,,"Hector Urbina Bellator Fighting Championship 2 2009-04-10
",,,1.0,1,0.98
15051-ed-gordon,Eddie-Gordon-5009,,"Dhiego Lima UFC: The Ultimate Fighter 19 Finale 2014-07-06
",,,1.0,1,0.88
17754-jared-gordon,Jared-Gordon-2971,,"James Cianci CFA 3 2011-10-09
",,,1.0,1,0.99
101836-alex-gorgees,Alex-Gorgees-8767,,"Damir Ismagulov UFC Fight Night 142: Dos Santos vs. Tuivasa 2018-12-01
",,,1.0,1,1.0
9339-tim-gorman,Tim-Gorman-4799,,"Mitch Gagnon UFC: The Ultimate Fighter Nations Finale 2014-04-16
",,,1.0,1,1.0
jonathan-goulet-the-road-warrior,Jonathan-Goulet-137,,"Dustin Hazelett UFC Fight Night 11: Thomas vs Florian 2007-09-19
",,,1.0,1,1.0
69615-thibault-gouti,Thibault-Gouti-5531,"Anton Kuivanen Cage 33 2015-11-21
Mikael Nyyssonen Cage 29 2015-02-28
","Teemu Packalen UFC Fight Night 84: Silva vs. Bisping 2016-02-27
",,,1.0,1,0.98
wilson-gouveia,Wilson-Gouveia-141,,"Jason Lambert UFC 80: Rapid Fire 2008-01-19
",,,1.0,1,0.99
damian-grabowski-polish-pitbull,Damian-Grabowski-2004,"Stav Economou MMA Attack 3 2013-04-27
","Stav Economou MMA Attack 3 2013-04-27
Scott Barrett Bellator Fighting Championships 25 2010-08-19
",,,1.0,1,0.99
igor-gracie,Gregor-Gracie-268,,"Nicholas Mann One FC 5: Pride Of A Nation 2012-08-31
",,"Adam Kayoom One FC: Destiny Of Warriors 2012-06-23
Seok Mo Kim ONE Fighting Championship: Champion vs. Champion 2011-09-03
",0.83,1,0.31
53803-neiman-gracie,Neiman-Gracie-4336,,"Darren Costa World Series Of Fighting 5: Arlovski vs. Kyle 2013-09-14
",,,1.0,1,1.0
ralek-gracie,Ralek-Gracie-1870,,"Kazushi Sakuraba DREAM 14 2010-05-29
",,,1.0,1,1.0
renzo-gracie,Renzo-Gracie-1658,,"Matt Hughes UFC 112: Invincible 2010-04-10
",,,1.0,1,1.0
roger-gracie,Roger-Gracie-700,,"Yuki Kondo WVR Sengoku: Second Battle 2008-05-18
",,,1.0,1,0.99
rolles-gracie,Rolles-Gracie-1633,"Mariusz Pudzianowski KSW 31 2015-05-23
","Mariusz Pudzianowski KSW 31 2015-05-23
Joey Beltran UFC 109: Relentless 2010-02-06
",,,1.0,1,1.0
royce-gracie,Royce-Gracie-5968,,"Ken Shamrock Bellator 149: Shamrock vs. Gracie 3 2016-02-19
",,,1.0,1,1.0
18815-david-grant,Davey-Grant-4074,,"Chris Holdsworth UFC: The Ultimate Fighter 18 Finale 2013-11-30
",,,0.82,1,1.0
17476-dwight-grant,Dwight-Grant-6763,,"Danasabe Mohammed Bellator 165: Chandler vs. Henderson 2016-11-19
",,,1.0,1,0.94
68972-alexa-grasso,Alexa-Grasso-5096,"Ashley Cummins Invicta FC 8 2014-09-06
","Alida Gray Invicta FC 10: Waterson vs. Tiburcio 2014-12-05
",,,1.0,1,1.0
36132-michael-graves,Michael-Graves-5242,,"Rafael Souza Titan FC 31: Green vs. Torres 2014-10-31
",,"Emeka Ifekandu LFA 25: Cochrane vs. Rodrigues 2017-10-20
",1.0,1,1.0
neil-grove-goliath,Kendall-Grove-120,,"Mamed Khalidov KSW 21: Final Resolution 2012-12-01
",,"Derek Brunson ShoFIGHT 20 2012-06-16
Jay Silva Superior Cage Combat 4: Grove vs. Silva 2012-02-16
Ikuhisa Minowa ProElite 3 2012-01-21
Joe Riggs ProElite: Arlovski vs. Lopez 2011-08-27
Tim Boetsch UFC 130: Rampage vs. Hamill 2011-05-28
Demian Maia UFC: The Ultimate Fighter 12 Finale 2010-12-04
Goran Reljic UFC 116: Lesnar vs. Carwin 2010-07-03
Mark Munoz UFC 112: Invincible 2010-04-10
Jake Rosholt UFC 106: Ortiz vs Griffin 2 2009-11-21
Ricardo Almeida UFC 101: Declaration 2009-08-08
Jason Day UFC 96: Jackson vs Jardine 2009-03-07
Evan Tanner UFC: The Ultimate Fighter 7 Finale 2008-06-21
Jorge Rivera UFC 80: Rapid Fire 2008-01-19
Patrick Cote UFC 74: Respect 2007-08-25
",0.7,1,0.32
chris-gruetzemacher-gritz,Chris-Gruetzemacher-4176,,"John Gunderson World Series of Fighting 9: Carl vs. Palhares 2014-03-29
",,,1.0,1,1.0
29486-vik-grujic,Vik-Grujic-4843,,"Nordine Taleb UFC: The Ultimate Fighter Nations Finale 2014-04-16
",,,1.0,1,1.0
4033-nandor-guelmino-the-hun,Nandor-Guelmino-3805,,"Josh Barnett Strikeforce: Marquardt vs. Saffiedine 2013-01-12
",,,1.0,1,0.95
shannon-gugerty,Shannon-Gugerty-787,"Owen Roddy Cage Contender 14 2012-07-21
Matt Grice UFC 100 2009-07-11
","Owen Roddy Cage Contender 14 2012-07-21
Matt Grice UFC 100 2009-07-11
Dale Hartt UFC Fight Night 14: Silva vs Irvin 2008-07-19
",,,1.0,1,1.0
93025-luiz-gustavo-killer,Luiz-Gustavo-8495,,"Yusuke Yachi Rizin FF 12 2018-08-12
",,,1.0,1,1.0
69342-horacio-gutierrez,Horacio-Gutierrez-5987,,"Enrique Barzola UFC Fight Night 78: Magny vs. Gastelum 2015-11-21
",,,0.97,1,1.0
18899-damir-hadzovic,Damir-Hadzovic-4762,,"John Maguire Cage Warriors 66: Dalby vs. Churilov 2014-03-22
",,,0.86,1,1.0
stoney-hale-the-skuller,Stoney-Hale-2252,"Gerric Hayes Strikeforce Challengers 13 2011-01-07
","Dustin West XFC 16: High Stakes 2012-02-10
",,,1.0,1,1.0
uriah-hall,Uriah-Hall-4184,,"John Howard UFC Fight Night 26: Shogun vs. Sonnen 2013-08-17
",,,1.0,1,1.0
13620-piotr-hallmann,Piotr-Hallmann-4132,"Juha-Pekka Vainikainen MMA Attack 3 2013-04-27
","Juha-Pekka Vainikainen MMA Attack 3 2013-04-27
Kevin Donnelly Cage Warriors Fight Night 5: Brents vs. Linderman 2012-04-12
",,,1.0,1,0.99
14157-Jeremy-Hamilton-Hawk,Jeremiah-Hamilton-2091,,"Jamie Yager W-1: New Ground 2010-10-23
",,,0.88,1,0.17
169557-greg-hardy,Greg-Hardy-8191,,"Austen Lane Dana White's Contender Series 9 2018-06-12
",,,0.77,1,1.0
scott-harper-hardcore,Scott-Harper-622,"Logan Clark WEC 33 2008-03-26
","T.J. Cook XCF: Rumble In Race Town 2009-02-14
",,,1.0,1,0.92
9048-phil-harris-billy,Phil-Harris-1635,"Casey Dyer Cage Warriors Fight Night 4 2012-03-16
Remi Morvan Cage Warriors 46 2012-02-23
","Darren Uyenoyama UFC on FX 5: Browne vs. Bigfoot 2012-10-05
",,"Nick Denis Agression MMA 2009-10-24
",1.0,1,1.0
collin-hart,Collin-Hart-2301,,"Marty Hawley Tachi Palace Fights 8: All Or Nothing 2011-02-18
",,,1.0,1,0.67
dale-hartt-the-demon,Dale-Hartt-786,,"Shannon Gugerty UFC Fight Night 14: Silva vs Irvin 2008-07-19
",,,1.0,1,1.0
justin-haskins,Justin-Haskins-940,,"Johny Hendricks WEC 37: Torres vs Tapia 2008-12-03
",,,1.0,1,1.0
hayder-hassan-hulk,Hayder-Hassan-1714,,"Ryan Keenan Strikeforce: Miami 2010-01-30
",,,1.0,1,1.0
john-hathaway-the-hitman,John-Hathaway-966,,"Thomas Egan UFC 93: Franklin vs Henderson 2009-01-17
",,,1.0,1,0.99
del-hawkins-the-filipino-delight,Del-Hawkins-473,"Coty Wheeler WEC 32 2008-02-13
",,,,1.0,1,1.0
4996-tommy-hayden,Tom-Hayden-3369,,"Dennis Bermudez UFC 150: Henderson vs. Edgar II 2012-08-11
",,,0.91,1,1.0
gerric-hayes,Gerric-Hayes-2251,"Stoney Hale Strikeforce Challengers 13 2011-01-07
","Jason Blackford XFC 21: Night Of Champions 2012-12-07
",,,1.0,1,1.0
mike-hayes-300,Mike-Hayes-1048,"Dj Linderman Cage Warriors 47 2012-06-02
Andreas Kraniotakes Cage Warriors Fight Night 4 2012-03-16
","Dj Linderman Cage Warriors 47 2012-06-02
Andreas Kraniotakes Cage Warriors Fight Night 4 2012-03-16
Ron Sparks PFC: Best Of Both Worlds 2009-02-06
",,,1.0,1,0.94
josh-haynes-bring-the-pain,Josh-Haynes-529,,"Leopoldo Serao IFL: Las Vegas 2008-02-29
",,,1.0,1,0.95
james-head,James-Head-2442,,"Nick Ring UFC 131: Carwin vs. Dos Santos 2011-06-11
",,,1.0,1,1.0
38901-chris-heatherly,Chris-Heatherly-4727,,"Chidi Njokuani RFA 13: Cochrane vs. Escudero 2014-03-07
",,,1.0,1,0.99
jake-hecht-hitman,Jake-Hecht-2125,"Craig White Cage Warriors 42 2011-05-28
","Craig White Cage Warriors 42 2011-05-28
Che Mills Cage Warriors 38: Young Guns 2010-10-01
",,,1.0,1,0.98
31468-nick-hein,Nick-Hein-4817,,"Drew Dober UFC Fight Night 41: Munoz vs. Mousasi 2014-05-31
",,,1.0,1,0.97
77683-ian-heinisch,Ian-Heinisch-6296,,"Tyler Vogel WSOF 29: Gaethje vs. Foster 2016-03-12
",,,1.0,1,1.0
marcin-held,Marcin-Held-2314,,"Michael Chandler Bellator Fighting Championship 36 2011-03-12
",,,1.0,1,0.96
delson-heleno-pe-de-chumbo,Delson-Heleno-329,,"Gideon Ray IFL: Grand Prix Semifinals 2007-11-03
",,,1.0,1,0.99
elisha-helsper-knuckles,Elisha-Hellspur-1640,,"Zoila Frausto Gurgel Strikeforce Challengers IV: Evangelista vs Gurgel 2009-11-06
",,,0.9,1,1.0
ben-henderson-smooth,Benson-Henderson-1058,"Anthony Pettis WEC 53 2010-12-16
","Anthony Pettis WEC 53 2010-12-16
Anthony Njokuani WEC 38: Varner vs Cerrone 2009-01-25
",,,1.0,1,1.0
15398-luiz-henrique-kbeltnho,Luis-Henrique-6324,,"Dmitry Smolyakov UFC on FOX 20: Holm vs. Shevchenko 2016-07-23
",,,1.0,1,1.0
64306-paulo-henrique-costa-borrachinha,Paulo-Henrique-Costa-6966,,"Garreth McLellan UFC Fight Night 106: Belfort vs. Gastelum 2017-03-11
",,,1.0,1,1.0
claudio-henrique-da-silva-mineiro,Claudio-Henrique-Da-Silva-4648,,"Brad Scott UFC Fight Night 37: Gustafsson vs. Manuwa 2014-03-08
",,,1.0,1,1.0
78690-frank-junior,Luis-Henrique-Da-Silva-6584,,"Joachim Christensen UFC Fight Night 96: Lineker vs. Dodson 2016-10-01
",,,1.0,1,1.0
22498-danny-henry,Danny-Henry-7363,,"Daniel Teymur UFC Fight Night 113: Nelson vs. Ponzinibbio 2017-07-16
",,,0.78,1,1.0
gleison-tibau,Dave-Herman-499,,"Antonio Rodrigo Nogueira UFC 153: Silva vs. Bonnar 2012-10-13
",,"Roy Nelson UFC 146: Dos Santos vs. Mir 2012-05-26
Stefan Struve UFC on FUEL TV 1: Ellenberger vs. Sanchez 2012-02-15
Jon Olav Einemo UFC 131: Carwin vs. Dos Santos 2011-06-11
Yoshihiro Nakao WVR Sengoku: Soul of Fight 2010-12-30
Michael Kitta Bellator Fighting Championship 31 2010-09-30
Rameau Sokoudjou Abu Dhabi Fighting Championship 2010-05-14
Jim York WVR Sengoku: Eleventh Battle 2009-11-07
Don Frye Shark Fights 6: Stars & Stripes 2009-09-12
Josh Barnes Bellator Fighting Championship 5 2009-05-01
Mu Bae Choi WVR Sengoku: No Ran 2009-01-04
Kerry Schall ShoXC: Elite Challenger Series 2008-10-10
Ron Waterman EliteXC: Return Of The King 2008-06-14
Mario Rinaldi EliteXC: Street Certified 2008-02-16
",0.47,1,0.43
13893-Jack-Hermansson,Jack-Hermansson-2474,"Ion Pascu Cage Warriors Fight Night 11 2014-04-18
Ali Arish Cage Warriors 41 2011-04-24
","Ion Pascu Cage Warriors Fight Night 11 2014-04-18
Daniel Vizcaya Bellator Fighting Championship 84 2012-12-14
",,,1.0,1,1.0
felice-herrig-lil-bulldog,Felice-Herrig-1763,,"Jessica Rakoczy Bellator Fighting Championships 14 2010-04-15
",,,1.0,1,1.0
heath-herring-the-texas-crazy-horse,Heath-Herring-47,,"Antonio Rodrigo Nogueira UFC 73: Stacked 2007-07-07
",,,1.0,1,0.99
7861-clint-hester,Clint-Hester-4067,,"Bristol Marunde UFC: The Ultimate Fighter 17 Finale 2013-04-13
",,,1.0,1,0.99
marcus-hicks-the-wrecking-ball,Marcus-Hicks-204,"Kamaru Usman Legacy FC 33 2014-07-18
Jamie Varner WEC 35 2008-08-03
Ed Ratcliff WEC 33 2008-03-26
Scott McAfee WEC 30 2007-09-05
","Kamaru Usman Legacy FC 33 2014-07-18
Rob McCullough WEC 39: Brown vs Garcia 2009-03-01
",,"Jared McComb MFC 37: True Grit 2013-05-10
Terry Martin Nemesis Fighting: MMA Global Invasion 2010-12-13
Matt Macdonald Aggression MMA: Vengeance 2010-02-05
Cyrille Diabate Agression MMA 2009-10-24
",1.0,1,0.97
richie-hightower-the-dirty-samurai,Richie-Hightower-368,,"Troy Mandaloniz UFC: The Ultimate Fighter 6 Finale 2007-12-08
",,,1.0,1,1.0
corey-hill-the-real-deal,Corey-Hill-423,,"Joe Veres UFC Fight Night 12: Swick vs Burkman 2008-01-23
",,,1.0,1,0.99
isaiah-hill,Isaiah-Hill-1474,,"Alex Trevino Strikeforce: Carano vs Cyborg 2009-08-15
",,,1.0,1,0.91
matt-hobar,Matt-Hobar-2635,,"Jay Flores Shark Fights 17: Horwich vs. Rosholt 2011-07-15
",,,0.87,1,1.0
20516-andrew-holbrook,Andrew-Holbrook-5727,,"Ramsey Nijem UFC on FOX 16: Dillashaw vs. Barao 2 2015-07-25
",,,1.0,1,1.0
16504-chris-holdsworth,Chris-Holdsworth-3648,,"Tyler Shinn Resurrection Fighting Alliance 4 2012-11-02
",,,1.0,1,0.79
35757-kevin-holland,Kevin-Holland-5910,,"Rafael Lovato Legacy FC 46: Peterson vs. Rivera 2015-10-02
",,,1.0,1,1.0
roger-hollett,Roger-Hollett-936,,"Emanuel Newton MFC 19: Long Time Coming 2008-12-05
",,,1.0,1,0.99
18698-holly-holm-hottie,Holly-Holm-3908,,"Katie Merrill Bellator Fighting Championship 91: MPumbu vs. Vegh 2013-02-28
",,,1.0,1,1.0
27877-kurt-holobaugh,Kurt-Holobaugh-3814,,"Pat Healy Strikeforce: Marquardt vs. Saffiedine 2013-01-12
",,,1.0,1,0.99
21191-patrick-holohan-the-hooligan,Patrick-Holohan-4991,,"Josh Sampo UFC Fight Night 46: McGregor vs. Brandao 2014-07-19
",,,1.0,1,0.77
ben-holscher-the-teacher,Ben-Holscher-1265,,"Johnny Goh Strikeforce Challengers IV: Evangelista vs Gurgel 2009-11-06
",,"Cody Canterbury Sho MMA: Aina vs Evangelista 2009-05-15
",1.0,1,0.95
mark-holst-boots,Mark-Holst-1858,"Leonardo Santos Cage Warriors Fight Night 7 2012-09-01
","Leonardo Santos Cage Warriors Fight Night 7 2012-09-01
John Gunderson UFC: The Ultimate Fighter 11 Finale 2010-06-19
",,,1.0,1,1.0
19952-scott-holtzman,Scott-Holtzman-3132,,"Brandon Demastes XFC 16: High Stakes 2012-02-10
",,,1.0,1,0.99
sabah-homasi-the-punisher,Sabah-Homasi-1712,,"John Kelly Strikeforce: Miami 2010-01-30
",,,1.0,1,0.86
mark-hominick-the-machine,Mark-Hominick-498,"Josh Grispi WEC 32 2008-02-13
","Savant Young Affliction 1: Banned 2008-07-19
",,,1.0,1,1.0
barb-honchak-little-warrior,Barb-Honchak-3348,"Bethany Marshall Invicta FC 2 2012-07-28
","Aisling Daly Invicta FC 3: Penne vs. Sugiyama 2012-10-06
",,,0.89,1,1.0
18854-daniel-hooker,Dan-Hooker-6767,,"Jason Knight UFC Fight Night 101: Whittaker vs. Brunson 2016-11-26
",,,0.87,1,1.0
matt-horning-horndog,Matt-Horning-2249,"Dustin Ortiz Strikeforce Challengers 13 2011-01-07
",,,,1.0,1,1.0
chris-horodecki-the-polish-hammer,Chris-Horodecki-326,"Donald Cerrone WEC 53 2010-12-16
","Donald Cerrone WEC 53 2010-12-16
Bart Palaszewski IFL: Grand Prix Semifinals 2007-11-03
",,,0.83,1,1.0
john-hosman,John-Hosman-686,,"Joe Pearson Adrenaline MMA 1 2008-06-14
",,,1.0,1,1.0
shane-howell,John-Howard-692,,"Lorenz Larkin UFC Fight Night 59: McGregor vs. Siver 2015-01-18
",,"Brian Ebersole UFC 178: Johnson vs. Cariaso 2014-09-27
Ryan Laflare UFC Fight Night 39: Minotauro vs. Nelson 2014-04-11
Siyar Bahadurzada UFC 168: Weidman vs. Silva II 2013-12-28
Uriah Hall UFC Fight Night 26: Shogun vs. Sonnen 2013-08-17
Dennis Olson CFA 3 2011-10-09
Matt Brown UFC On Versus 4 2011-06-26
Thiago Alves UFC 124: St-Pierre vs. Koscheck II 2010-12-11
Jake Ellenberger UFC On Versus 2 2010-08-01
Daniel Roberts UFC on Versus 1: Vera vs. Jones 2010-03-21
Dennis Hallman UFC: The Ultimate Fighter 10 Finale 2009-12-05
Tamdan McCrory UFC 101: Declaration 2009-08-08
Chris Wilson UFC 94: St-Pierre vs Penn 2 2009-01-31
Nick Calandrino IFL: New Blood New Battles 2008-05-16
",0.52,1,0.31
casey-huffman-hellbent,Casey-Huffman-2248,"John Salter Strikeforce Challengers 13 2011-01-07
",,,,1.0,1,1.0
bryan-humes,Brian-Humes-1565,,"Lance Friedenstein Shark Fights 6: Stars & Stripes 2009-09-12
",,,0.91,1,1.0
ron-humphrey-abongo,Ron-Humphrey-1192,"Ovince St. Preux Strikeforce Challengers 13 2011-01-07
","Ovince St. Preux Strikeforce Challengers 13 2011-01-07
Brett Rogers Strikeforce: Shamrock vs Diaz 2009-04-11
",,"Mike Kyle Strikeforce Challengers 9 2010-07-23
George Bush Strikeforce Challengers VII: Johnson vs. Mahe 2010-03-26
",1.0,1,1.0
solomon-hutcherson-king,Solomon-Hutcherson-1681,,"Jason Macdonald MFC 23: Unstoppable 2009-12-04
",,,1.0,1,1.0
21178-dan-ige,Dan-Ige-6448,,"Craig Campbell Legacy FC 57: Aguilar vs. Kelley 2016-07-01
",,,0.82,1,0.9
brad-imes-the-hillbilly-heartthrob,Brad-Imes-677,,"Roy Nelson IFL: New Blood New Battles 2008-05-16
",,,1.0,1,1.0
29491-chris-indich,Chris-Indich-4844,,"Richard Walsh UFC: The Ultimate Fighter Nations Finale 2014-04-16
",,,1.0,1,1.0
tokimitsu-ishizawa-kendo-kashin,Tokimitsu-Ishizawa-1626,,"Katsuyori Shibata DREAM 12 2009-10-25
",,,1.0,1,1.0
15593-yoislandy-izquierdo-cuba,Yoislandy-Izquierdo-2960,,"Chris Garcia CFA 3 2011-10-09
",,,1.0,1,0.93
hiroshi-izumi,Hiroshi-Izumi-1545,,"Antz Nansen WVR Sengoku: Tenth Battle 2009-09-23
",,,1.0,1,1.0
39377-damon-jackson,Damon-Jackson-3828,"Kevin Aguilar LFA 4: Aguilar vs. Jackson 2017-02-17
Charles Cheeks Iii LFA 1: Peterson vs. Higo 2017-01-13
Leonard Garcia Legacy FC 33 2014-07-18
","Kevin Aguilar LFA 4: Aguilar vs. Jackson 2017-02-17
Charles Cheeks Iii LFA 1: Peterson vs. Higo 2017-01-13
Leonard Garcia Legacy FC 33 2014-07-18
Zach Church Bellator Fighting Championship 86: Askren vs. Amoussou 2013-01-24
",,,1.0,1,1.0
520-eugene-jackson-the-wolf,Eugene-Jackson-280,,"Joe Riggs Strikeforce At The Mansion 2007-09-29
",,,1.0,1,1.0
4218-brock-jardine-the-machine,Brock-Jardine-3360,,"Rick Story UFC on FX 4: Guida vs. Maynard 2012-06-22
",,,1.0,1,1.0
josh-jarvis,Josh-Jarvis-2258,"Luke Sanders Strikeforce Challengers 13 2011-01-07
",,,,1.0,1,1.0
maciej-jewtuszko-irokez,Maciej-Jewtuszko-1980,"Artur Sowinski KSW 17 2011-11-26
","Artur Sowinski KSW 17 2011-11-26
Anthony Njokuani WEC 50: Cruz vs. Benavidez 2010-08-18
",,,1.0,1,0.97
12603-heather-clark-hurricane,Heather-Jo-Clark-3408,,"Sofia Bagherdai Xtreme Fighting Championship 18: Music City Mayhem 2012-06-22
",,,1.0,1,0.91
22153-brett-johns,Brett-Johns-3667,"James Brum Cage Warriors 67 2014-04-12
Sam Gilbert Cage Warriors 49 2012-10-27
","James Brum Cage Warriors 67 2014-04-12
James Macalister Cage Warriors 54: Taylor vs. Phillips 2013-05-04
",,,1.0,1,0.95
kajan-johnson-ragin,Kajan-Johnson-2184,,"Ryan Healy MFC 27: Breaking Point 2010-11-12
",,,1.0,1,1.0
lavar-johnson-big,Lavar-Johnson-1034,"Joey Beltran UFC on FOX 2 2012-01-28
","Joey Beltran UFC on FOX 2 2012-01-28
Dave Huckaba PFC 12: High Stakes 2009-01-22
",,"Virgil Zwicker Strikeforce Challengers 11 2010-10-22
Lolohea Mahe Strikeforce Challengers VII: Johnson vs. Mahe 2010-03-26
Carl Seumanutafa Sho MMA: Aina vs Evangelista 2009-05-15
",1.0,1,0.99
18180-daniel-jolly,Daniel-Jolly-3838,,"Alex Madrid Legacy Fighting Championship 17 2013-02-01
",,,1.0,1,0.91
marcus-jones-big-baby,Marcus-Jones-1078,,"John Juarez XCF: Rumble In Race Town 2009-02-14
",,,1.0,1,1.0
tito-jones,Tito-Jones-1039,,"Justin Smitley PFC 12: High Stakes 2009-01-22
",,"Michael McDonald Tachi Palace Fights: Most Wanted 2009-10-08
Bao Quach Sho MMA: Aina vs Evangelista 2009-05-15
",1.0,1,1.0
27978-jocelyn-lybarger-lights-out,Jocelyn-Jones-Lybarger-5203,,"Rebecca Gullet RFA 19: Collier vs. Checco 2014-10-10
",,,1.0,1,0.97
joe-jordan-porkchop,Joe-Jordan-683,,"Ryan Williams Adrenaline MMA 1 2008-06-14
",,,1.0,1,1.0
kevin-jordan-the-shaman,Kevin-Jordan-1497,,"Pat Smith ASC 1 2009-07-31
",,,1.0,1,0.9
3942-ivan-jorge-batman,Ivan-Jorge-4324,,"Keith Wisniewski UFC Fight Night 28: Teixeira vs. Bader 2013-09-04
",,,1.0,1,0.97
gareth-joseph,Gareth-Joseph-1971,"Faycal Hussin Cage Warriors Fight Night 3 2012-02-11
","Faycal Hussin Cage Warriors Fight Night 3 2012-02-11
Yancy Medeiros Strikeforce: Fedor vs. Werdum 2010-06-26
",,,1.0,1,0.95
jesse-juarez,Jesse-Juarez-1202,,"Mikey Gomez Bellator Fighting Championship 2 2009-04-10
",,,1.0,1,0.95
scott-junk-punk-haole,Scott-Junk-241,,"Christian Wellisch UFC 76: Knockout 2007-09-22
",,,1.0,1,1.0
denis-kang-super-korean,Denis-Kang-310,,"Yoshihiro Akiyama K-1 Heros Korea 2007-10-28
",,"Paulo Filho Impact FC 2: The Uprising 2010-07-18
",1.0,1,1.0
dave-kaplan-diamond,Dave-Kaplan-988,,"Junie Browning UFC: The Ultimate Fighter 8 Finale 2008-12-13
",,,1.0,1,1.0
vinicius-kappke-de-quieroz-spartan,Vinicius-Kappke-De-Quieroz-1988,,"Rob Broughton UFC 120: Bisping vs. Akiyama 2010-10-16
",,,0.96,1,1.0
24803-kaiwhare-kara-france,Kai-Kara-France-8800,,"Raulian Paiva UFC 234: Whittaker vs. Gastelum 2019-02-09
",,,0.86,1,1.0
georgi-karakhanyan-insane,Georgi-Karakahyan-463,,"Albert Rios Call To Arms 1 2009-05-16
",,,0.91,1,0.96
alex-karalexis-the-assassin,Alex-Karalexis-413,,"Ed Ratcliff WEC 31: Faber vs Curran 2007-12-12
",,,1.0,1,1.0
101844-nadia-kassem,Nadia-Kassem-7235,,"Alex Chambers UFC Fight Night 121: Werdum vs. Tybura 2017-11-18
",,,1.0,1,1.0
64459-brad-katona,Brad-Katona-8426,,"Jay Cucciniello UFC: The Ultimate Fighter 27 Finale: Tavares vs. Adesanya 2018-07-06
",,,1.0,1,1.0
calvin-kattar-the-boston-finisher,Calvin-Kattar-717,"Rodrigo Almeida WCF 7 2009-06-27
","Rodrigo Almeida WCF 7 2009-06-27
James Jones EliteXC: Primetime 2008-05-31
",,,1.0,1,1.0
julie-kedzie-fireball,Julie-Kedzie-480,,"Tonya Evinger ShoXC: Elite Challenger Series 2008-01-25
",,,1.0,1,1.0
17708-chris-kelades,Chris-Kelades-4886,,"Malcolm Gordon Bellator 119: Weichel vs. Green 2014-05-09
",,,1.0,1,0.96
13751-Brian-Kelleher,Brian-Kelleher-2978,,"Claudio Ledesma Bellator Fighting Championship 54 2011-10-15
",,,1.0,1,0.99
30084-daniel-kelly,Daniel-Kelly-5236,,"Luke Zachrich UFC Fight Night 55: Rockhold vs. Bisping 2014-11-07
",,,1.0,1,0.98
john-kelly-the-fireman,John-Kelly-1711,,"Sabah Homasi Strikeforce: Miami 2010-01-30
",,,1.0,1,0.79
steven-kennedy,Steven-Kennedy-5684,,"Peter Sobotta UFC Fight Night 69: Jedrzejczyk vs. Penne 2015-06-20
",,,1.0,1,1.0
