,Event_Date,Event_Name,Event_ID,F1_Name,F2_Name,F1_ID,F2_ID
826,2015-01-24,UFC on FOX 14: Gustafsson vs. Johnson,ufc-on-fox-14-gustafsson-vs-johnson-906,Akira Corassani,Sam Sicilia,Akira-Corassani-3381,Sam-Sicilia-3289
827,2014-10-04,UFC Fight Night 53: Nelson vs. Story,ufc-fight-night-53-nelson-vs-story-860,Akira Corassani,Max Holloway,Akira-Corassani-3381,Max-Holloway-3090
828,2014-04-16,UFC: The Ultimate Fighter Nations Finale,ufc-the-ultimate-fighter-nations-finale-806,Akira Corassani,Dustin Poirier,Akira-Corassani-3381,Dustin-Poirier-2034
829,2013-11-30,UFC: The Ultimate Fighter 18 Finale,ufc-the-ultimate-fighter-18-finale-720,Akira Corassani,Maximo Blanco,Akira-Corassani-3381,Maximo-Blanco-1007
830,2013-04-06,UFC on Fuel TV 9: Mousasi vs. Latifi,ufc-on-fuel-tv-9-mousasi-vs-latifi-636,Akira Corassani,Robert Peralta,Akira-Corassani-3381,Robert-Peralta-2405
831,2012-09-29,UFC on FUEL TV 5: Struve vs. Miocic,ufc-on-fuel-tv-5-struve-vs-miocic-569,Akira Corassani,Andy Ogle,Akira-Corassani-3381,Andy-Ogle-3308
832,2015-09-26,UFC Fight Night 75: Nelson vs. Barnett,ufc-fight-night-75-nelson-vs-barnett-1003,Katsunori Kikuno,Diego Brandao,Katsunori-Kikuno-1357,Diego-Brandao-3052
833,2015-03-21,UFC Fight Night 62: Maia vs. LaFlare,ufc-fight-night-62-maia-vs-laflare-934,Katsunori Kikuno,Kevin Souza,Katsunori-Kikuno-1357,Kevin-Souza-4830
834,2014-09-20,UFC Fight Night 52: Hunt vs. Nelson,ufc-fight-night-52-hunt-vs-nelson-847,Katsunori Kikuno,Sam Sicilia,Katsunori-Kikuno-1357,Sam-Sicilia-3289
835,2014-05-24,UFC 173: Barao vs. Dillashaw,ufc-173-barao-vs-dillashaw-786,Katsunori Kikuno,Tony Ferguson,Katsunori-Kikuno-1357,Tony-Ferguson-2568
836,2014-01-04,UFC Fight Night 34: Saffiedine vs. Lim,ufc-fight-night-34-saffiedine-vs-lim-761,Katsunori Kikuno,Quinn Mulhern,Katsunori-Kikuno-1357,Quinn-Mulhern-1885
837,2011-05-29,DREAM: Fight for Japan,dream-fight-for-japan-393,Katsunori Kikuno,Daisuke Nakamura,Katsunori-Kikuno-1357,Daisuke-Nakamura-669
838,2010-07-10,DREAM 15,dream-15-273,Katsunori Kikuno,Jz Cavalcante,Katsunori-Kikuno-1357,Jz-Cavalcante-242
839,2010-03-22,DREAM 13,dream-13-254,Katsunori Kikuno,Kuniyoshi Hironaka,Katsunori-Kikuno-1357,Kuniyoshi-Hironaka-117
840,2009-10-25,DREAM 12,dream-12-192,Katsunori Kikuno,Eddie Alvarez,Katsunori-Kikuno-1357,Eddie-Alvarez-91
841,2009-07-20,DREAM 10,dream-10-174,Katsunori Kikuno,Andre Amade,Katsunori-Kikuno-1357,Andre-Amade-244
842,2010-06-20,WVR Sengoku Raiden Championships 13,wvr-sengoku-raiden-championships-13-277,Sanae Kikuta,Yasubey Enomoto,Sanae-Kikuta-741,Yasubey-Enomoto-1878
843,2009-01-04,WVR Sengoku: No Ran,wvr-sengoku-no-ran-119,Sanae Kikuta,Hidehiko Yoshida,Sanae-Kikuta-741,Hidehiko-Yoshida-511
844,2008-06-08,WVR Sengoku: Third Battle,wvr-sengoku-third-battle-75,Sanae Kikuta,Chris Rice,Sanae-Kikuta-741,Chris-Rice-740
845,2007-10-28,K-1 Heros Korea,k-1-heros-korea-24,Dae Won Kim,Marcelo Garcia,Dae-Won-Kim-320,Marcelo-Garcia-321
846,2007-10-28,K-1 Heros Korea,k-1-heros-korea-24,Min Soo Kim,Ikuhisa Minowa,Min-Soo-Kim-315,Ikuhisa-Minowa-258
847,2018-11-30,UFC: The Ultimate Fighter 28 Finale: Dos Anjos vs. Usman,ufc-the-ultimate-fighter-28-finale-dos-anjos-vs-usman-1586,Ji Yeon Kim,Antonina Shevchenko,Ji-Yeon-Kim-7270,Antonina-Shevchenko-8257
848,2018-06-23,UFC Fight Night 132: Cowboy vs. Edwards,ufc-fight-night-132-cowboy-vs-edwards-1475,Ji Yeon Kim,Melinda Fabian,Ji-Yeon-Kim-7270,Melinda-Fabian-7778
849,2018-01-27,UFC on FOX 27: Jacare vs. Brunson 2,ufc-on-fox-27-jacare-vs-brunson-2-1413,Ji Yeon Kim,Justine Kish,Ji-Yeon-Kim-7270,Justine-Kish-4292
850,2017-06-17,UFC Fight Night 111: Holm vs. Correia,ufc-fight-night-111-holm-vs-correia-1277,Ji Yeon Kim,Lucie Pudilova,Ji-Yeon-Kim-7270,Lucie-Pudilova-7065
851,2011-09-10,Shark Fights 19,shark-fights-19-439,Rob Kimmons,Chuck Parmelee,Rob-Kimmons-778,Chuck-Parmelee-2772
852,2011-07-29,Titan Fighting Championship 19,titan-fighting-championship-19-427,Rob Kimmons,Brendan Seguin,Rob-Kimmons-778,Brendan-Seguin-1346
853,2011-03-03,UFC On Versus 3: Sanchez vs. Kampmann,ufc-on-versus-3-sanchez-vs-kampmann-351,Rob Kimmons,Dongi Yang,Rob-Kimmons-778,Dongi-Yang-2013
854,2010-11-13,UFC 122: Marquardt vs. Okami,ufc-122-marquardt-vs-okami-323,Rob Kimmons,Kyle Noke,Rob-Kimmons-778,Kyle-Noke-344
855,2010-08-01,UFC On Versus 2,ufc-on-versus-2-281,Rob Kimmons,Steve Steinbeiss,Rob-Kimmons-778,Steve-Steinbeiss-812
856,2009-10-24,UFC 104: Machida vs Rua,ufc-104-machida-vs-rua-185,Rob Kimmons,Jorge Rivera,Rob-Kimmons-778,Jorge-Rivera-425
857,2009-04-01,UFC Fight Night 18: Condit vs Kampmann,ufc-fight-night-18-condit-vs-kampmann-129,Rob Kimmons,Joe Vedepo,Rob-Kimmons-778,Joe-Vedepo-856
858,2008-09-17,UFC Fight Night 15: Diaz vs Neer,ufc-fight-night-15-diaz-vs-neer-84,Rob Kimmons,Dan Miller,Rob-Kimmons-778,Dan-Miller-689
859,2008-06-21,UFC: The Ultimate Fighter 7 Finale,ufc-the-ultimate-fighter-7-finale-70,Rob Kimmons,Rob Yundt,Rob-Kimmons-778,Rob-Yundt-484
860,2008-06-15,DREAM 4,dream-4-73,Taiei Kin,Zelg Galesic,Taiei-Kin-322,Zelg-Galesic-251
861,2008-04-29,DREAM 2,dream-2-66,Taiei Kin,Ikuhisa Minowa,Taiei-Kin-322,Ikuhisa-Minowa-258
862,2007-10-28,K-1 Heros Korea,k-1-heros-korea-24,Taiei Kin,Zelg Galesic,Taiei-Kin-322,Zelg-Galesic-251
863,2018-01-27,UFC on FOX 27: Jacare vs. Brunson 2,ufc-on-fox-27-jacare-vs-brunson-2-1413,Justine Kish,Ji Yeon Kim,Justine-Kish-4292,Ji-Yeon-Kim-7270
864,2017-06-25,UFC Fight Night 112: Chiesa vs. Lee,ufc-fight-night-112-chiesa-vs-lee-1276,Justine Kish,Felice Herrig,Justine-Kish-4292,Felice-Herrig-1763
865,2016-12-09,UFC Fight Night 102: Lewis vs. Abdurakhimov,ufc-fight-night-102-lewis-vs-abdurakhimov-1203,Justine Kish,Ashley Yoder,Justine-Kish-4292,Ashley-Yoder-6779
866,2016-01-02,UFC 195: Lawler vs. Condit,ufc-195-lawler-vs-condit-1012,Justine Kish,Nina Ansaroff,Justine-Kish-4292,Nina-Ansaroff-4581
867,2014-01-24,RFA 12: Ortega vs. Koch,rfa-12-ortega-vs-koch-782,Justine Kish,Randa Markos-Thomas,Justine-Kish-4292,Randa-Markos-Thomas-4653
868,2013-08-16,RFA 9: Curran vs. Munhoz,rfa-9-curran-vs-munhoz-710,Justine Kish,Christine Stanley,Justine-Kish-4292,Christine-Stanley-4291
869,2018-07-29,Rizin FF 11: Saitama,rizin-ff-11-saitama-1520,Satoru Kitaoka,Diego Brandao,Satoru-Kitaoka-653,Diego-Brandao-3052
870,2017-12-29,Rizin FF 8: World Grand Prix 2nd Round,rizin-ff-8-world-grand-prix-2nd-round-1400,Satoru Kitaoka,Kiichi Kunimoto,Satoru-Kitaoka-653,Kiichi-Kunimoto-4551
871,2017-07-30,Rizin FF 6: Bantamweight Grand Prix opening round,rizin-ff-6-bantamweight-grand-prix-opening-round-1333,Satoru Kitaoka,Yusuke Yachi,Satoru-Kitaoka-653,Yusuke-Yachi-7114
872,2016-12-29,Rizin 3,rizin-3-1232,Satoru Kitaoka,Daron Cruickshank,Satoru-Kitaoka-653,Daron-Cruickshank-1825
873,2013-12-31,IGF - Inoki Bom-Ba-Ye 2013,igf-inoki-bom-ba-ye-2013-774,Satoru Kitaoka,Ramazan Esenbaev,Satoru-Kitaoka-653,Ramazan-Esenbaev-4624
874,2012-12-31,DREAM 18,dream-18-626,Satoru Kitaoka,Will Brooks,Satoru-Kitaoka-653,Will-Brooks-3787
875,2011-12-31,DREAM: New Year! 2011,dream-new-year-2011-480,Satoru Kitaoka,Shinya Aoki,Satoru-Kitaoka-653,Shinya-Aoki-392
876,2011-09-24,DREAM 17: World Bantamweight GP,dream-17-world-bantamweight-gp-432,Satoru Kitaoka,Willamy Freire,Satoru-Kitaoka-653,Willamy-Freire-1933
877,2009-11-07,WVR Sengoku: Eleventh Battle,wvr-sengoku-eleventh-battle-214,Satoru Kitaoka,Jorge Masvidal,Satoru-Kitaoka-653,Jorge-Masvidal-99
878,2009-08-02,WVR Sengoku: Ninth Battle,wvr-sengoku-ninth-battle-183,Satoru Kitaoka,Mizuto Hirota,Satoru-Kitaoka-653,Mizuto-Hirota-828
879,2009-01-04,WVR Sengoku: No Ran,wvr-sengoku-no-ran-119,Satoru Kitaoka,Takanori Gomi,Satoru-Kitaoka-653,Takanori-Gomi-510
880,2008-11-01,WVR Sengoku: Sixth Battle,wvr-sengoku-sixth-battle-113,Satoru Kitaoka,Eiji Mitsuoka,Satoru-Kitaoka-653,Eiji-Mitsuoka-654
881,2008-08-24,WVR Sengoku: Fourth Battle,wvr-sengoku-fourth-battle-93,Satoru Kitaoka,Clay French,Satoru-Kitaoka-653,Clay-French-673
882,2008-05-18,WVR Sengoku: Second Battle,wvr-sengoku-second-battle-71,Satoru Kitaoka,Ian Schaffa,Satoru-Kitaoka-653,Ian-Schaffa-652
883,2018-12-15,UFC on FOX 31: Lee vs. Iaquinta 2,ufc-on-fox-31-lee-vs-iaquinta-2-1587,Drakkar Klose,Bobby Green,Drakkar-Klose-6701,Bobby-Green-1060
884,2018-07-07,UFC 226: Miocic vs. Cormier,ufc-226-miocic-vs-cormier-1447,Drakkar Klose,Lando Vannata,Drakkar-Klose-6701,Lando-Vannata-4341
885,2017-12-02,UFC 218: Holloway vs. Aldo 2,ufc-218-holloway-vs-aldo-2-1368,Drakkar Klose,David Teymur,Drakkar-Klose-6701,David-Teymur-6105
886,2017-07-07,UFC: The Ultimate Fighter 25 Finale: Johnson vs. Gaethje,ufc-the-ultimate-fighter-25-finale-johnson-vs-gaethje-1289,Drakkar Klose,Marc Diakiese,Drakkar-Klose-6701,Marc-Diakiese-6662
887,2017-01-15,UFC Fight Night 103: Rodriguez vs. Penn,ufc-fight-night-103-rodriguez-vs-penn-1219,Drakkar Klose,Devin Powell,Drakkar-Klose-6701,Devin-Powell-6435
888,2016-09-30,RFA 44: Moises vs. Freeman,rfa-44-moises-vs-freeman-1171,Drakkar Klose,Hugh Pulley,Drakkar-Klose-6701,Hugh-Pulley-5631
889,2016-06-24,Bellator 157: Dynamite 2,bellator-157-dynamite-2-1113,Isao Kobayashi,Justin Lawrence,Isao-Kobayashi-5907,Justin-Lawrence-2203
890,2015-10-23,Bellator 144: Halsey vs. Carvalho,bellator-144-halsey-vs-carvalho-1007,Isao Kobayashi,Goiti Yamauchi,Isao-Kobayashi-5907,Goiti-Yamauchi-4357
891,2009-04-11,Strikeforce: Shamrock vs Diaz,strikeforce-shamrock-vs-diaz-134,Shingo Kohara,Jeremy Tavares,Shingo-Kohara-1177,Jeremy-Tavares-1178
892,2015-09-26,UFC Fight Night 75: Nelson vs. Barnett,ufc-fight-night-75-nelson-vs-barnett-1003,Naoyuki Kotani,Kajan Johnson,Naoyuki-Kotani-131,Kajan-Johnson-2184
893,2014-10-25,UFC 179: Aldo vs. Mendes II,ufc-179-aldo-vs-mendes-ii-855,Naoyuki Kotani,Yan Cabral,Naoyuki-Kotani-131,Yan-Cabral-2807
894,2014-07-19,UFC Fight Night 46: McGregor vs. Brandao,ufc-fight-night-46-mcgregor-vs-brandao-827,Naoyuki Kotani,Norman Parke,Naoyuki-Kotani-131,Norman-Parke-2784
895,2010-04-25,ASTRA,astra-270,Naoyuki Kotani,Jorge Masvidal,Naoyuki-Kotani-131,Jorge-Masvidal-99
896,2007-09-08,UFC 75: Champion vs Champion,ufc-75-champion-vs-champion-6,Naoyuki Kotani,Dennis Siver,Naoyuki-Kotani-131,Dennis-Siver-130
897,2013-04-20,RAJU 11,raju-11-679,Jorgen Matsi,Giorgio Belsanti,Jorgen-Matsi-4100,Giorgio-Belsanti-4099
898,2010-10-29,Superior Challenge 6: Lion's Den,superior-challenge-6-lion-s-den-339,Maiju Kujala,Hanna Sillen,Maiju-Kujala-2053,Hanna-Sillen-2140
899,2010-08-13,Strikeforce Challengers 10,strikeforce-challengers-10-307,Maiju Kujala,Miesha Tate,Maiju-Kujala-2053,Miesha-Tate-783
900,2018-08-12,Rizin FF 12,rizin-ff-12-1538,Kiichi Kunimoto,Ryuichiro Sumimura,Kiichi-Kunimoto-4551,Ryuichiro-Sumimura-8373
901,2017-12-29,Rizin FF 8: World Grand Prix 2nd Round,rizin-ff-8-world-grand-prix-2nd-round-1400,Kiichi Kunimoto,Satoru Kitaoka,Kiichi-Kunimoto-4551,Satoru-Kitaoka-653
902,2017-06-10,UFC Fight Night 110: Lewis vs. Hunt,ufc-fight-night-110-lewis-vs-hunt-1275,Kiichi Kunimoto,Zak Ottow,Kiichi-Kunimoto-4551,Zak-Ottow-4213
903,2015-02-14,UFC Fight Night 60: Henderson vs. Thatch,ufc-fight-night-60-henderson-vs-thatch-915,Kiichi Kunimoto,Neil Magny,Kiichi-Kunimoto-4551,Neil-Magny-3807
904,2014-09-20,UFC Fight Night 52: Hunt vs. Nelson,ufc-fight-night-52-hunt-vs-nelson-847,Kiichi Kunimoto,Richard Walsh,Kiichi-Kunimoto-4551,Richard-Walsh-4845
905,2014-06-14,UFC 174: Johnson vs. Bagautinov,ufc-174-johnson-vs-bagautinov-807,Kiichi Kunimoto,Daniel Sarafian,Kiichi-Kunimoto-4551,Daniel-Sarafian-1200
906,2014-01-04,UFC Fight Night 34: Saffiedine vs. Lim,ufc-fight-night-34-saffiedine-vs-lim-761,Kiichi Kunimoto,Luiz Dutra Jr.,Kiichi-Kunimoto-4551,Luiz-Dutra-Jr-1881
907,2015-11-28,UFC Fight Night 79: Henderson vs. Masvidal,ufc-fight-night-79-henderson-vs-masvidal-1013,Leo Kuntz,Tae Hyun Bang,Leo-Kuntz-5542,Tae-Hyun-Bang-4584
908,2015-05-23,UFC 187: Johnson vs. Cormier,ufc-187-johnson-vs-cormier-945,Leo Kuntz,Islam Makhachev,Leo-Kuntz-5542,Islam-Makhachev-5541
909,2018-10-12,Bellator 207: Mitrione vs. Bader,bellator-207-mitrione-vs-bader-1543,Kemran Lachinov,Sean Lally,Kemran-Lachinov-5918,Sean-Lally-6438
910,2017-04-21,Bellator 178: Straus vs. Freire 4,bellator-178-straus-vs-freire-4-1262,Kemran Lachinov,Sam Watford,Kemran-Lachinov-5918,Sam-Watford-5917
911,2015-10-23,Bellator 144: Halsey vs. Carvalho,bellator-144-halsey-vs-carvalho-1007,Kemran Lachinov,Ilya Kotau,Kemran-Lachinov-5918,Ilya-Kotau-5716
912,2018-10-06,UFC 229: Nurmagomedov vs. McGregor,ufc-229-nurmagomedov-vs-mcgregor-1566,Aspen Ladd,Tonya Evinger,Aspen-Ladd-5464,Tonya-Evinger-235
913,2017-10-21,UFC Fight Night 118: Cerrone vs. Till,ufc-fight-night-118-cerrone-vs-till-1356,Aspen Ladd,Lina Lansberg,Aspen-Ladd-5464,Lina-Lansberg-6972
914,2017-07-07,UFC: The Ultimate Fighter 25 Finale: Johnson vs. Gaethje,ufc-the-ultimate-fighter-25-finale-johnson-vs-gaethje-1289,Aspen Ladd,Jessica Eye,Aspen-Ladd-5464,Jessica-Eye-2817
915,2017-01-14,Invicta FC 21: Anderson vs. Tweet,invicta-fc-21-anderson-vs-tweet-1221,Aspen Ladd,Sijara Eubanks,Aspen-Ladd-5464,Sijara-Eubanks-5587
916,2016-07-29,Invicta FC 18: Grasso vs. Esquibel,invicta-fc-18-grasso-vs-esquibel-1152,Aspen Ladd,Jessica Hoy,Aspen-Ladd-5464,Jessica-Hoy-6542
917,2016-03-11,Invicta FC 16: Hamasaki vs. Brown,invicta-fc-16-hamasaki-vs-brown-1086,Aspen Ladd,Kelly McGill,Aspen-Ladd-5464,Kelly-McGill-5264
918,2015-09-12,Invicta FC 14: Evinger vs. Kianzad,invicta-fc-14-evinger-vs-kianzad-1004,Aspen Ladd,Amanda Bobby Cooper,Aspen-Ladd-5464,Amanda-Bobby-Cooper-5792
919,2015-02-27,Invicta FC 11: Cyborg vs. Tweet,invicta-fc-11-cyborg-vs-tweet-938,Aspen Ladd,Ana Carolina Vidal,Aspen-Ladd-5464,Ana-Carolina-Vidal-5546
920,2014-09-12,Bellator 124: Newton vs. Beltran,bellator-124-newton-vs-beltran-863,Ben Lagman,Sabah Homasi,Ben-Lagman-1828,Sabah-Homasi-1712
921,2013-09-28,KSW 24: Clash Of The Giants,ksw-24-clash-of-the-giants-733,Ben Lagman,Borys Mankowski,Ben-Lagman-1828,Borys-Mankowski-3585
922,2013-06-08,KSW 23: Khalidov vs. Manhoef,ksw-23-khalidov-vs-manhoef-694,Ben Lagman,Aslambek Saidov,Ben-Lagman-1828,Aslambek-Saidov-2374
923,2011-07-22,Strikeforce Challengers 17: Voelker vs. Bowling II,strikeforce-challengers-17-voelker-vs-bowling-ii-408,Ben Lagman,Anthony Smith,Ben-Lagman-1828,Anthony-Smith-1829
924,2010-04-16,King Of The Cage: Bad Boys II,king-of-the-cage-bad-boys-ii-275,Ben Lagman,Angelo Popofski,Ben-Lagman-1828,Angelo-Popofski-1827
925,2014-07-16,UFC Fight Night 45: Cerrone vs. Miller,ufc-fight-night-45-cerrone-vs-miller-826,Tina Lahdemaki,Claudia Gadelha,Tina-Lahdemaki-4990,Claudia-Gadelha-3792
926,2018-06-23,UFC Fight Night 132: Cowboy vs. Edwards,ufc-fight-night-132-cowboy-vs-edwards-1475,Jenel Lausa,Ulka Sasaki,Jenel-Lausa-6665,Ulka-Sasaki-8251
927,2017-11-18,UFC Fight Night 121: Werdum vs. Tybura,ufc-fight-night-121-werdum-vs-tybura-1354,Jenel Lausa,Eric Shelton,Jenel-Lausa-6665,Eric-Shelton-5028
928,2017-04-08,UFC 210: Cormier vs. Johnson 2,ufc-210-cormier-vs-johnson-2-1248,Jenel Lausa,Magomed Bibulatov,Jenel-Lausa-6665,Magomed-Bibulatov-5660
929,2016-11-26,UFC Fight Night 101: Whittaker vs. Brunson,ufc-fight-night-101-whittaker-vs-brunson-1191,Jenel Lausa,Yao Zhikui,Jenel-Lausa-6665,Yao-Zhikui-5051
930,2018-11-24,Golden Boy MMA: Liddell vs. Ortiz 3,golden-boy-mma-liddell-vs-ortiz-3-1591,Tom Lawlor,Deron Winn,Tom-Lawlor-994,Deron-Winn-8232
931,2016-03-05,UFC 196: McGregor vs. Diaz,ufc-196-mcgregor-vs-diaz-1060,Tom Lawlor,Corey Anderson,Tom-Lawlor-994,Corey-Anderson-5008
932,2015-07-25,UFC on FOX 16: Dillashaw vs. Barao 2,ufc-on-fox-16-dillashaw-vs-barao-2-967,Tom Lawlor,Gian Villante,Tom-Lawlor-994,Gian-Villante-2273
933,2013-04-06,UFC on Fuel TV 9: Mousasi vs. Latifi,ufc-on-fuel-tv-9-mousasi-vs-latifi-636,Tom Lawlor,Michael Kuiper,Tom-Lawlor-994,Michael-Kuiper-3058
934,2012-11-17,UFC 154: St-Pierre vs. Condit,ufc-154-st-pierre-vs-condit-565,Tom Lawlor,Francis Carmont,Tom-Lawlor-994,Francis-Carmont-2887
935,2012-05-15,UFC on FUEL TV 3: Korean Zombie vs. Poirier,ufc-on-fuel-tv-3-korean-zombie-vs-poirier-499,Tom Lawlor,Jason Macdonald,Tom-Lawlor-994,Jason-Macdonald-21
936,2011-11-19,UFC 139: Shogun vs. Henderson,ufc-139-shogun-vs-henderson-424,Tom Lawlor,Chris Weidman,Tom-Lawlor-994,Chris-Weidman-2309
937,2010-10-23,UFC 121: Lesnar vs. Velasquez,ufc-121-lesnar-vs-velasquez-308,Tom Lawlor,Patrick Cote,Tom-Lawlor-994,Patrick-Cote-121
938,2010-05-08,UFC 113: Machida vs. Shogun II,ufc-113-machida-vs-shogun-ii-247,Tom Lawlor,Joe Doerksen,Tom-Lawlor-994,Joe-Doerksen-144
939,2010-01-11,UFC Fight Night 20: Maynard vs Diaz,ufc-fight-night-20-maynard-vs-diaz-224,Tom Lawlor,Aaron Simpson,Tom-Lawlor-994,Aaron-Simpson-915
940,2009-07-11,UFC 100,ufc-100-137,Tom Lawlor,C.B. Dollaway,Tom-Lawlor-994,C-B-Dollaway-307
941,2008-12-13,UFC: The Ultimate Fighter 8 Finale,ufc-the-ultimate-fighter-8-finale-120,Tom Lawlor,Kyle Kingsbury,Tom-Lawlor-994,Kyle-Kingsbury-993
942,2014-08-23,UFC Fight Night 48: Bisping vs. Le,ufc-fight-night-48-bisping-vs-le-835,Cung Le,Michael Bisping,Cung-Le-353,Michael-Bisping-61
943,2012-11-10,UFC on FUEL TV 6: Franklin vs. Le,ufc-on-fuel-tv-6-franklin-vs-le-582,Cung Le,Rich Franklin,Cung-Le-353,Rich-Franklin-17
944,2012-07-07,UFC 148: Silva vs. Sonnen 2,ufc-148-silva-vs-sonnen-2-506,Cung Le,Patrick Cote,Cung-Le-353,Patrick-Cote-121
945,2011-11-19,UFC 139: Shogun vs. Henderson,ufc-139-shogun-vs-henderson-424,Cung Le,Wanderlei Silva,Cung-Le-353,Wanderlei-Silva-115
946,2010-06-26,Strikeforce: Fedor vs. Werdum,strikeforce-fedor-vs-werdum-280,Cung Le,Scott Smith,Cung-Le-353,Scott-Smith-30
947,2009-12-19,Strikeforce: Evolution,strikeforce-evolution-233,Cung Le,Scott Smith,Cung-Le-353,Scott-Smith-30
948,2008-03-29,Strikeforce: Shamrock vs Le,strikeforce-shamrock-vs-le-35,Cung Le,Frank Shamrock,Cung-Le-353,Frank-Shamrock-33
949,2007-11-16,Strikeforce: Four Men Enter One Man Survives,strikeforce-four-men-enter-one-man-survives-29,Cung Le,Sam Morgan,Cung-Le-353,Sam-Morgan-354
950,2017-12-15,Bellator 191: McDonald vs. Ligier,bellator-191-mcdonald-vs-ligier-1395,Mickael Lebout,Ryan Scope,Mickael-Lebout-5590,Ryan-Scope-7627
951,2016-09-10,Cage Warriors 78: Fishgold vs. Ponet,cage-warriors-78-fishgold-vs-ponet-1170,Mickael Lebout,Tim Wilde,Mickael-Lebout-5590,Tim-Wilde-4613
952,2015-10-24,UFC Fight Night 76: Holohan vs. Smolka,ufc-fight-night-76-holohan-vs-smolka-976,Mickael Lebout,Stevie Ray,Mickael-Lebout-5590,Stevie-Ray-3968
953,2015-07-18,UFC Fight Night 72: Bisping vs. Leites,ufc-fight-night-72-bisping-vs-leites-975,Mickael Lebout,Teemu Packalen,Mickael-Lebout-5590,Teemu-Packalen-4826
954,2015-04-11,UFC Fight Night 64: Gonzaga vs. Cro Cop II,ufc-fight-night-64-gonzaga-vs-cro-cop-ii-936,Mickael Lebout,Sergio Moraes,Mickael-Lebout-5590,Sergio-Moraes-707
955,2011-12-02,XFC 15: Tribute,xfc-15-tribute-476,Imani Lee,Brandon Sayles,Imani-Lee-1909,Brandon-Sayles-3032
956,2010-05-29,DREAM 14,dream-14-279,Imani Lee,Ikuhisa Minowa,Imani-Lee-1909,Ikuhisa-Minowa-258
957,2007-08-05,WEC 29,wec-29-15,Sherron Leggett,Jamie Varner,Sherron-Leggett-149,Jamie-Varner-148
958,2017-08-01,Dana White's Contender Series 4,dana-white-s-contender-series-4-1340,Cheyden Leialoha,John Castaneda,Cheyden-Leialoha-6563,John-Castaneda-7396
959,2016-07-16,Victory FC 52: Pitolo vs. Kayne,victory-fc-52-pitolo-vs-kayne-1157,Cheyden Leialoha,Corey Roberts,Cheyden-Leialoha-6563,Corey-Roberts-6564
960,2011-02-18,Tachi Palace Fights 8: All Or Nothing,tachi-palace-fights-8-all-or-nothing-364,Leopoldo Serao,David Loiseau,Leopoldo-Serao-458,David-Loiseau-457
961,2009-10-08,Tachi Palace Fights: Most Wanted,tachi-palace-fights-most-wanted-217,Leopoldo Serao,Phil Collins,Leopoldo-Serao-458,Phil-Collins-1091
962,2009-05-08,PFC 13: Validation,pfc-13-validation-140,Leopoldo Serao,Phil Collins,Leopoldo-Serao-458,Phil-Collins-1091
963,2008-02-29,IFL: Las Vegas,ifl-las-vegas-52,Leopoldo Serao,Josh Haynes,Leopoldo-Serao-458,Josh-Haynes-529
964,2017-06-02,LFA 13: Millender vs. Holland,lfa-13-millender-vs-holland-1302,Sam Liera,Karen Darabedyan,Sam-Liera-7284,Karen-Darabedyan-1322
965,2008-03-29,Strikeforce: Shamrock vs Le,strikeforce-shamrock-vs-le-35,Jae Suk Lim,Drew Fickett,Jae-Suk-Lim-571,Drew-Fickett-53
966,2019-01-19,UFC on ESPN+ 1: Cejudo vs. Dillashaw,ufc-on-espn-1-cejudo-vs-dillashaw-1623,Ariane Lipski,Joanne Calderwood,Ariane-Lipski-6053,Joanne-Calderwood-3554
967,2018-03-03,KSW 42: Narkun vs. Khalidov,ksw-42-narkun-vs-khalidov-1452,Ariane Lipski,Silvana Gomez Juarez,Ariane-Lipski-6053,Silvana-Gomez-Juarez-7910
968,2017-10-22,KSW 40: Dublin,ksw-40-dublin-1397,Ariane Lipski,Mariana Morais,Ariane-Lipski-6053,Mariana-Morais-5789
969,2016-10-01,KSW 36: Materla vs. Palhares,ksw-36-materla-vs-palhares-1201,Ariane Lipski,Sheila Gaff,Ariane-Lipski-6053,Sheila-Gaff-2466
970,2015-11-28,KSW 33: Materla vs. Khalidov,ksw-33-materla-vs-khalidov-1049,Ariane Lipski,Katarzyna Lubonska,Ariane-Lipski-6053,Katarzyna-Lubonska-6054
971,2016-06-24,Bellator 157: Dynamite 2,bellator-157-dynamite-2-1113,Rashard Lovelace,Garrett Mueller,Rashard-Lovelace-5930,Garrett-Mueller-5629
972,2015-11-06,Bellator 145: Vengeance,bellator-145-vengeance-1010,Rashard Lovelace,Brandon Lowe,Rashard-Lovelace-5930,Brandon-Lowe-5929
973,2011-08-27,UFC 134: Silva vs. Okami,ufc-134-silva-vs-okami-389,Ian Loveland,Yves Jabouin,Ian-Loveland-533,Yves-Jabouin-1465
974,2011-03-19,UFC 128: Shogun vs. Jones,ufc-128-shogun-vs-jones-346,Ian Loveland,Joseph Benavidez,Ian-Loveland-533,Joseph-Benavidez-938
975,2010-12-04,UFC: The Ultimate Fighter 12 Finale,ufc-the-ultimate-fighter-12-finale-330,Ian Loveland,Tyler Toner,Ian-Loveland-533,Tyler-Toner-1649
976,2008-02-29,IFL: Las Vegas,ifl-las-vegas-52,Ian Loveland,Dennis Davis,Ian-Loveland-533,Dennis-Davis-532
977,2018-08-07,Dana White's Contender Series 16,dana-white-s-contender-series-16-1563,Joseph Lowry,Devonte Smith,Joseph-Lowry-8474,Devonte-Smith-8473
