,Event_Date,Event_Name,Event_ID,F1_Name,F2_Name,F1_ID,F2_ID
38,2016-11-11,Legacy FC 62: Lovato vs. Coleman,legacy-fc-62-lovato-vs-coleman-1197,Aaron McKenzie,Brandon Wright,Aaron-McKenzie-4759,Brandon-Wright-6712
39,2014-03-21,Legacy FC 29: Garcia vs. Howell,legacy-fc-29-garcia-vs-howell-797,Aaron McKenzie,C.J. Harris,Aaron-McKenzie-4759,C-J-Harris-4760
40,2015-04-10,Bellator 136: Brooks vs. Jansen,bellator-136-brooks-vs-jansen-943,Aaron Miller,Cleber Luciano,Aaron-Miller-3929,Cleber-Luciano-2055
41,2013-11-02,Bellator Fighting Championship 106: Chandler vs. Alvarez II,bellator-fighting-championship-106-chandler-vs-alvarez-ii-708,Aaron Miller,Mike Guymon,Aaron-Miller-3929,Mike-Guymon-1623
42,2013-03-07,Bellator Fighting Championship 92: Cooper vs. Cramer,bellator-fighting-championship-92-cooper-vs-cramer-652,Aaron Miller,Shad Smith,Aaron-Miller-3929,Shad-Smith-3930
43,2017-12-29,Rizin FF 8: World Grand Prix 2nd Round,rizin-ff-8-world-grand-prix-2nd-round-1400,Hiroyuki Takaya,Baataryn Azjavkhaln,Hiroyuki-Takaya-496,Baataryn-Azjavkhaln-7830
44,2016-10-01,EuroFC 01: Espoo,eurofc-01-espoo-1196,Hiroyuki Takaya,Alan Omer,Hiroyuki-Takaya-496,Alan-Omer-4710
45,2015-12-29,Rizin Fighting Federation 1: Day 1,rizin-fighting-federation-1-day-1-1050,Hiroyuki Takaya,Daiki Hata,Hiroyuki-Takaya-496,Daiki-Hata-1174
46,2012-12-31,DREAM 18,dream-18-626,Hiroyuki Takaya,Georgi Karakhanyan,Hiroyuki-Takaya-496,Georgi-Karakhanyan-3786
47,2011-12-31,DREAM: New Year! 2011,dream-new-year-2011-480,Hiroyuki Takaya,Takeshi Inoue,Hiroyuki-Takaya-496,Takeshi-Inoue-2098
48,2011-07-16,DREAM 17,dream-17-409,Hiroyuki Takaya,Kazuyuki Miyata,Hiroyuki-Takaya-496,Kazuyuki-Miyata-257
49,2011-04-09,Strikeforce: Diaz vs. Daley,strikeforce-diaz-vs-daley-374,Hiroyuki Takaya,Robert Peralta,Hiroyuki-Takaya-496,Robert-Peralta-2405
50,2010-12-31,DREAM Dynamite!! 2010,dream-dynamite-2010-347,Hiroyuki Takaya,Bibiano Fernandes,Hiroyuki-Takaya-496,Bibiano-Fernandes-254
51,2010-09-25,DREAM 16,dream-16-269,Hiroyuki Takaya,Chase Beebe,Hiroyuki-Takaya-496,Chase-Beebe-198
52,2010-05-29,DREAM 14,dream-14-279,Hiroyuki Takaya,Joachim Hansen,Hiroyuki-Takaya-496,Joachim-Hansen-535
53,2009-12-31,FieLDS: Dynamite!! 2009,fields-dynamite-2009-223,Hiroyuki Takaya,Michihiro Omigawa,Hiroyuki-Takaya-496,Michihiro-Omigawa-162
54,2009-10-06,DREAM 11,dream-11-190,Hiroyuki Takaya,Hideo Tokoro,Hiroyuki-Takaya-496,Hideo-Tokoro-758
55,2009-05-26,DREAM 9,dream-9-155,Hiroyuki Takaya,Yoshiro Maeda,Hiroyuki-Takaya-496,Yoshiro-Maeda-470
56,2009-03-08,DREAM 7,dream-7-144,Hiroyuki Takaya,Jong Won Kim,Hiroyuki-Takaya-496,Jong-Won-Kim-1125
57,2008-12-03,WEC 37: Torres vs Tapia,wec-37-torres-vs-tapia-115,Hiroyuki Takaya,Cub Swanson,Hiroyuki-Takaya-496,Cub-Swanson-387
58,2008-02-13,WEC 32,wec-32-43,Hiroyuki Takaya,Leonard Garcia,Hiroyuki-Takaya-496,Leonard-Garcia-75
59,2017-04-01,Superior Challenge 15,superior-challenge-15-1281,Papy Abedi,Dylan Andrews,Papy-Abedi-2698,Dylan-Andrews-4065
60,2016-10-08,Superior Challenge 14,superior-challenge-14-1205,Papy Abedi,Bruno Carvalho,Papy-Abedi-2698,Bruno-Carvalho-2451
61,2013-08-28,UFC Fight Night 27: Condit vs. Kampmann II,ufc-fight-night-27-condit-vs-kampmann-ii-692,Papy Abedi,Dylan Andrews,Papy-Abedi-2698,Dylan-Andrews-4065
62,2013-04-06,UFC on Fuel TV 9: Mousasi vs. Latifi,ufc-on-fuel-tv-9-mousasi-vs-latifi-636,Papy Abedi,Besam Yousef,Papy-Abedi-2698,Besam-Yousef-3087
63,2012-04-14,UFC on FUEL TV 2: Gustafsson vs. Silva,ufc-on-fuel-tv-2-gustafsson-vs-silva-493,Papy Abedi,James Head,Papy-Abedi-2698,James-Head-2442
64,2011-11-05,UFC 138: Leben vs. Munoz,ufc-138-leben-vs-munoz-430,Papy Abedi,Thiago Alves,Papy-Abedi-2698,Thiago-Alves-118
65,2012-07-28,Invicta FC 2,invicta-fc-2-557,Hitomi Akano,Alexis Davis,Hitomi-Akano-1154,Alexis-Davis-2693
66,2012-01-21,ProElite 3,proelite-3-481,Hitomi Akano,Sara McMann,Hitomi-Akano-1154,Sara-McMann-2704
67,2010-12-30,WVR Sengoku: Soul of Fight,wvr-sengoku-soul-of-fight-348,Hitomi Akano,Roxanne Modafferi,Hitomi-Akano-1154,Roxanne-Modafferi-1646
68,2010-08-13,Strikeforce Challengers 10,strikeforce-challengers-10-307,Hitomi Akano,Carina Damm,Hitomi-Akano-1154,Carina-Damm-2054
69,2009-04-11,Strikeforce: Shamrock vs Diaz,strikeforce-shamrock-vs-diaz-134,Hitomi Akano,Cristiane Justino,Hitomi-Akano-1154,Cristiane-Justino-617
70,2017-12-30,UFC 219: Cyborg vs. Holm,ufc-219-cyborg-vs-holm-1387,Omari Akhmedov,Marvin Vettori,Omari-Akhmedov-4414,Marvin-Vettori-6541
71,2017-05-28,UFC Fight Night 109: Gustafsson vs. Teixeira,ufc-fight-night-109-gustafsson-vs-teixeira-1265,Omari Akhmedov,Abdul Razak Alhassan,Omari-Akhmedov-4414,Abdul-Razak-Alhassan-4724
72,2016-11-26,UFC Fight Night 101: Whittaker vs. Brunson,ufc-fight-night-101-whittaker-vs-brunson-1191,Omari Akhmedov,Kyle Noke,Omari-Akhmedov-4414,Kyle-Noke-344
73,2016-04-16,UFC on FOX 19: Evans vs. Teixeira,ufc-on-fox-19-evans-vs-teixeira-1073,Omari Akhmedov,Elizeu Zaleski,Omari-Akhmedov-4414,Elizeu-Zaleski-5594
74,2015-12-10,UFC Fight Night 80: VanZant vs. Namajunas,ufc-fight-night-80-vanzant-vs-namajunas-1023,Omari Akhmedov,Sergio Moraes,Omari-Akhmedov-4414,Sergio-Moraes-707
75,2015-06-06,UFC Fight Night 68: Henderson vs. Boetsch,ufc-fight-night-68-henderson-vs-boetsch-947,Omari Akhmedov,Brian Ebersole,Omari-Akhmedov-4414,Brian-Ebersole-1904
76,2015-01-03,UFC 182: Jones vs. Cormier,ufc-182-jones-vs-cormier-864,Omari Akhmedov,Mats Nilsson,Omari-Akhmedov-4414,Mats-Nilsson-3110
77,2014-03-08,UFC Fight Night 37: Gustafsson vs. Manuwa,ufc-fight-night-37-gustafsson-vs-manuwa-751,Omari Akhmedov,Gunnar Nelson,Omari-Akhmedov-4414,Gunnar-Nelson-3160
78,2013-11-09,UFC Fight Night 32: Belfort vs. Henderson,ufc-fight-night-32-belfort-vs-henderson-725,Omari Akhmedov,Thiago Perpetuo,Omari-Akhmedov-4414,Thiago-Perpetuo-3705
79,2018-09-22,UFC Fight Night 137: Santos vs. Anders,ufc-fight-night-137-santos-vs-anders-1544,Sam Alvey,Antonio Rogerio Nogueira,Sam-Alvey-2496,Antonio-Rogerio-Nogueira-754
80,2018-06-01,UFC Fight Night 131: Rivera vs. Moraes,ufc-fight-night-131-rivera-vs-moraes-1467,Sam Alvey,Gian Villante,Sam-Alvey-2496,Gian-Villante-2273
81,2018-02-24,UFC on FOX 28: Stephens vs. Emmett,ufc-on-fox-28-stephens-vs-emmett-1425,Sam Alvey,Marcin Prachnio,Sam-Alvey-2496,Marcin-Prachnio-6346
82,2017-10-21,UFC Fight Night 118: Cerrone vs. Till,ufc-fight-night-118-cerrone-vs-till-1356,Sam Alvey,Ramazan Emeev,Sam-Alvey-2496,Ramazan-Emeev-7452
83,2017-08-05,UFC Fight Night 114: Pettis vs. Moreno,ufc-fight-night-114-pettis-vs-moreno-1307,Sam Alvey,Rashad Evans,Sam-Alvey-2496,Rashad-Evans-42
84,2017-04-22,UFC Fight Night 108: Swanson vs. Lobov,ufc-fight-night-108-swanson-vs-lobov-1258,Sam Alvey,Thales Leites,Sam-Alvey-2496,Thales-Leites-67
85,2017-01-28,UFC on FOX 23: Shevchenko vs. Pena,ufc-on-fox-23-shevchenko-vs-pena-1225,Sam Alvey,Nate Marquardt,Sam-Alvey-2496,Nate-Marquardt-39
86,2016-11-05,UFC Fight Night 98: Dos Anjos vs. Ferguson,ufc-fight-night-98-dos-anjos-vs-ferguson-1164,Sam Alvey,Alex Nicholson,Sam-Alvey-2496,Alex-Nicholson-6140
87,2016-08-27,UFC on FOX 21: Maia vs. Condit,ufc-on-fox-21-maia-vs-condit-1150,Sam Alvey,Kevin Casey,Sam-Alvey-2496,Kevin-Casey-259
88,2016-07-13,UFC Fight Night 91: McDonald vs. Lineker,ufc-fight-night-91-mcdonald-vs-lineker-1120,Sam Alvey,Eric Spicely,Sam-Alvey-2496,Eric-Spicely-5689
89,2016-06-18,UFC Fight Night 89: MacDonald vs. Thompson,ufc-fight-night-89-macdonald-vs-thompson-1098,Sam Alvey,Elias Theodorou,Sam-Alvey-2496,Elias-Theodorou-3263
90,2015-08-08,UFC Fight Night 73: Saint Preux vs. Teixeira,ufc-fight-night-73-saint-preux-vs-teixeira-979,Sam Alvey,Derek Brunson,Sam-Alvey-2496,Derek-Brunson-2594
91,2015-05-09,UFC Fight Night 65: Hunt vs. Miocic,ufc-fight-night-65-hunt-vs-miocic-950,Sam Alvey,Daniel Kelly,Sam-Alvey-2496,Daniel-Kelly-5236
92,2015-02-22,UFC Fight Night 61: Bigfoot vs. Mir,ufc-fight-night-61-bigfoot-vs-mir-923,Sam Alvey,Cezar Ferreira,Sam-Alvey-2496,Cezar-Ferreira-2745
93,2014-11-07,UFC Fight Night 55: Rockhold vs. Bisping,ufc-fight-night-55-rockhold-vs-bisping-894,Sam Alvey,Dylan Andrews,Sam-Alvey-2496,Dylan-Andrews-4065
94,2014-08-16,UFC Fight Night 47: Bader vs. Saint Preux,ufc-fight-night-47-bader-vs-saint-preux-845,Sam Alvey,Tom Watson,Sam-Alvey-2496,Tom-Watson-559
95,2014-05-09,MFC 40: Crowned Kings,mfc-40-crowned-kings-821,Sam Alvey,Wes Swofford,Sam-Alvey-2496,Wes-Swofford-3902
96,2013-10-04,MFC 38: Behind Enemy Lines,mfc-38-behind-enemy-lines-714,Sam Alvey,Jason South,Sam-Alvey-2496,Jason-South-4297
97,2013-05-10,MFC 37: True Grit,mfc-37-true-grit-666,Sam Alvey,Jay Silva,Sam-Alvey-2496,Jay-Silva-1323
98,2013-02-15,MFC 36: Reality Check,mfc-36-reality-check-642,Sam Alvey,Elvis Mutapcic,Sam-Alvey-2496,Elvis-Mutapcic-2573
99,2012-06-16,ShoFIGHT 20,shofight-20-568,Sam Alvey,Lucas Lopes,Sam-Alvey-2496,Lucas-Lopes-1300
100,2011-09-17,Bellator Fighting Championship 50,bellator-fighting-championship-50-431,Sam Alvey,Vitor Vianna,Sam-Alvey-2496,Vitor-Vianna-2710
101,2011-05-21,Bellator Fighting Championship 45,bellator-fighting-championship-45-398,Sam Alvey,Karl Amoussou,Sam-Alvey-2496,Karl-Amoussou-1495
102,2016-02-19,Bellator 149: Shamrock vs. Gracie 3,bellator-149-shamrock-vs-gracie-3-1039,Royce Gracie,Ken Shamrock,Royce-Gracie-5968,Ken-Shamrock-552
103,2010-04-10,UFC 112: Invincible,ufc-112-invincible-245,Mostapha Al-Turk,Jon Madsen,Mostapha-Al-Turk-797,Jon-Madsen-1676
104,2009-06-13,UFC 99: The Comeback,ufc-99-the-comeback-136,Mostapha Al-Turk,Mirko Filipovic,Mostapha-Al-Turk-797,Mirko-Filipovic-59
105,2008-12-27,UFC 92: The Ultimate 2008,ufc-92-the-ultimate-2008-95,Mostapha Al-Turk,Cheick Kongo,Mostapha-Al-Turk-797,Cheick-Kongo-58
106,2008-07-12,Cage Rage 27: Step Up,cage-rage-27-step-up-87,Mostapha Al-Turk,James McSweeney,Mostapha-Al-Turk-797,James-McSweeney-796
107,2008-03-08,Cage Rage 25: Bring It On,cage-rage-25-bring-it-on-55,Mostapha Al-Turk,Gary Turner,Mostapha-Al-Turk-797,Gary-Turner-560
108,2018-08-04,UFC 227: Dillashaw vs. Garbrandt 2,ufc-227-dillashaw-vs-garbrandt-2-1492,J.J. Aldrich,Polyana Viana,J-J-Aldrich-5098,Polyana-Viana-7817
109,2018-01-14,UFC Fight Night 124: Stephens vs. Choi,ufc-fight-night-124-stephens-vs-choi-1408,J.J. Aldrich,Danielle Taylor,J-J-Aldrich-5098,Danielle-Taylor-6583
110,2017-06-10,UFC Fight Night 110: Lewis vs. Hunt,ufc-fight-night-110-lewis-vs-hunt-1275,J.J. Aldrich,Chan-Mi Jeon,J-J-Aldrich-5098,Chan-Mi-Jeon-7282
111,2016-12-09,UFC Fight Night 102: Lewis vs. Abdurakhimov,ufc-fight-night-102-lewis-vs-abdurakhimov-1203,J.J. Aldrich,Juliana Lima,J-J-Aldrich-5098,Juliana-Lima-5234
112,2016-11-18,Invicta FC 20: Evinger vs. Kunitskaya,invicta-fc-20-evinger-vs-kunitskaya-1213,J.J. Aldrich,Lynn Alvarez,J-J-Aldrich-5098,Lynn-Alvarez-708
113,2015-09-12,Invicta FC 14: Evinger vs. Kianzad,invicta-fc-14-evinger-vs-kianzad-1004,J.J. Aldrich,Daniela Kortmann,J-J-Aldrich-5098,Daniela-Kortmann-5791
114,2015-02-27,Invicta FC 11: Cyborg vs. Tweet,invicta-fc-11-cyborg-vs-tweet-938,J.J. Aldrich,Jamie Moyle,J-J-Aldrich-5098,Jamie-Moyle-5262
115,2014-09-06,Invicta FC 8,invicta-fc-8-870,J.J. Aldrich,Delaney Owen,J-J-Aldrich-5098,Delaney-Owen-5097
116,2018-05-27,UFC Fight Night 130: Thompson vs. Till,ufc-fight-night-130-thompson-vs-till-1478,Makwan Amirkhani,Jason Knight,Makwan-Amirkhani-4820,Jason-Knight-5868
117,2017-03-18,UFC Fight Night 107: Manuwa vs. Anderson,ufc-fight-night-107-manuwa-vs-anderson-1246,Makwan Amirkhani,Arnold Allen,Makwan-Amirkhani-4820,Arnold-Allen-4218
118,2016-02-27,UFC Fight Night 84: Silva vs. Bisping,ufc-fight-night-84-silva-vs-bisping-1052,Makwan Amirkhani,Mike Wilkinson,Makwan-Amirkhani-4820,Mike-Wilkinson-3763
119,2015-06-20,UFC Fight Night 69: Jedrzejczyk vs. Penne,ufc-fight-night-69-jedrzejczyk-vs-penne-964,Makwan Amirkhani,Masio Fullen,Makwan-Amirkhani-4820,Masio-Fullen-5319
120,2015-01-24,UFC on FOX 14: Gustafsson vs. Johnson,ufc-on-fox-14-gustafsson-vs-johnson-906,Makwan Amirkhani,Andy Ogle,Makwan-Amirkhani-4820,Andy-Ogle-3308
121,2014-04-05,Cage 26,cage-26-811,Makwan Amirkhani,Yohann Guerin,Makwan-Amirkhani-4820,Yohann-Guerin-4821
122,2018-12-08,UFC 231: Holloway vs. Ortega,ufc-231-holloway-vs-ortega-1584,Nina Ansaroff,Claudia Gadelha,Nina-Ansaroff-4581,Claudia-Gadelha-3792
123,2018-07-28,UFC on FOX 30: Alvarez vs. Poirier 2,ufc-on-fox-30-alvarez-vs-poirier-2-1502,Nina Ansaroff,Randa Markos,Nina-Ansaroff-4581,Randa-Markos-5387
124,2017-11-11,UFC Fight Night 120: Poirier vs. Pettis,ufc-fight-night-120-poirier-vs-pettis-1353,Nina Ansaroff,Angela Hill,Nina-Ansaroff-4581,Angela-Hill-5348
125,2017-01-15,UFC Fight Night 103: Rodriguez vs. Penn,ufc-fight-night-103-rodriguez-vs-penn-1219,Nina Ansaroff,Jocelyn Jones-Lybarger,Nina-Ansaroff-4581,Jocelyn-Jones-Lybarger-5203
126,2016-01-02,UFC 195: Lawler vs. Condit,ufc-195-lawler-vs-condit-1012,Nina Ansaroff,Justine Kish,Nina-Ansaroff-4581,Justine-Kish-4292
127,2014-11-08,UFC Fight Night 56: Shogun vs. St. Preux,ufc-fight-night-56-shogun-vs-st-preux-893,Nina Ansaroff,Juliana Lima,Nina-Ansaroff-4581,Juliana-Lima-5234
128,2013-12-07,Invicta FC 7: Honchak vs. Smith,invicta-fc-7-honchak-vs-smith-767,Nina Ansaroff,Munah Holland,Nina-Ansaroff-4581,Munah-Holland-3224
129,2018-07-28,UFC on FOX 30: Alvarez vs. Poirier 2,ufc-on-fox-30-alvarez-vs-poirier-2-1502,Gadzhimurad Antigulov,Ion Cutelaba,Gadzhimurad-Antigulov-6682,Ion-Cutelaba-4315
130,2017-05-13,UFC 211: Miocic vs. Dos Santos 2,ufc-211-miocic-vs-dos-santos-2-1252,Gadzhimurad Antigulov,Joachim Christensen,Gadzhimurad-Antigulov-6682,Joachim-Christensen-3880
131,2016-11-19,UFC Fight Night 100: Bader vs. Nogueira,ufc-fight-night-100-bader-vs-nogueira-1185,Gadzhimurad Antigulov,Marcos Rogerio De Lima,Gadzhimurad-Antigulov-6682,Marcos-Rogerio-De-Lima-2779
132,2017-09-16,UFC Fight Night 116: Rockhold vs. Branch,ufc-fight-night-116-rockhold-vs-branch-1343,Azunna Anyanwu,Justin Ledet,Azunna-Anyanwu-2477,Justin-Ledet-3489
133,2017-07-11,Dana White's Contender Series 1,dana-white-s-contender-series-1-1330,Azunna Anyanwu,Greg Rebello,Azunna-Anyanwu-2477,Greg-Rebello-1449
134,2011-09-10,Bellator Fighting Championship 49,bellator-fighting-championship-49-433,Azunna Anyanwu,J.A. Dudley,Azunna-Anyanwu-2477,J-A-Dudley-2738
135,2011-05-14,Bellator Fighting Championship 44,bellator-fighting-championship-44-383,Azunna Anyanwu,Randy Smith,Azunna-Anyanwu-2477,Randy-Smith-2478
136,2018-06-23,UFC Fight Night 132: Cowboy vs. Edwards,ufc-fight-night-132-cowboy-vs-edwards-1475,Shinsho Anzai,Jake Matthews,Shinsho-Anzai-5076,Jake-Matthews-4978
137,2017-09-22,UFC Fight Night 117: Saint Preux vs. Okami,ufc-fight-night-117-saint-preux-vs-okami-1332,Shinsho Anzai,Luke Jumeau,Shinsho-Anzai-5076,Luke-Jumeau-7204
138,2015-09-26,UFC Fight Night 75: Nelson vs. Barnett,ufc-fight-night-75-nelson-vs-barnett-1003,Shinsho Anzai,Roger Zapata,Shinsho-Anzai-5076,Roger-Zapata-5511
139,2014-08-23,UFC Fight Night 48: Bisping vs. Le,ufc-fight-night-48-bisping-vs-le-835,Shinsho Anzai,Alberto Mina,Shinsho-Anzai-5076,Alberto-Mina-4701
140,2018-10-06,ONE Championship 81: Kingdom of Heroes,one-championship-81-kingdom-of-heroes-1596,Shinya Aoki,Ev Ting,Shinya-Aoki-392,Ev-Ting-4957
141,2018-07-27,ONE Championship 78: Reign of Kings,one-championship-78-reign-of-kings-1551,Shinya Aoki,Shannon Wiratchai,Shinya-Aoki-392,Shannon-Wiratchai-3477
142,2018-05-18,ONE Championship 73: Unstoppable Dreams,one-championship-73-unstoppable-dreams-1495,Shinya Aoki,Rasul Yakhyaev,Shinya-Aoki-392,Rasul-Yakhyaev-5973
143,2017-11-24,ONE Championship 65: Immortal Pursuit,one-championship-65-immortal-pursuit-1375,Shinya Aoki,Ben Askren,Shinya-Aoki-392,Ben-Askren-1760
144,2016-11-11,ONE Championship 49: Defending Honor,one-championship-49-defending-honor-1218,Shinya Aoki,Eduard Folayang,Shinya-Aoki-392,Eduard-Folayang-2818
145,2015-12-29,Rizin Fighting Federation 1: Day 1,rizin-fighting-federation-1-day-1-1050,Shinya Aoki,Kazushi Sakuraba,Shinya-Aoki-392,Kazushi-Sakuraba-253
146,2015-05-22,ONE Championship 27: Warrior's Quest,one-championship-27-warrior-s-quest-963,Shinya Aoki,Koji Ando,Shinya-Aoki-392,Koji-Ando-1461
147,2014-08-29,ONE FC 19: Reign of Champions,one-fc-19-reign-of-champions-868,Shinya Aoki,Kamal Shalorus,Shinya-Aoki-392,Kamal-Shalorus-1634
148,2013-12-31,IGF - Inoki Bom-Ba-Ye 2013,igf-inoki-bom-ba-ye-2013-774,Shinya Aoki,Toshikatsu Harada,Shinya-Aoki-392,Toshikatsu-Harada-4623
149,2013-10-18,ONE FC 11: Total Domination,one-fc-11-total-domination-740,Shinya Aoki,Cody Stevens,Shinya-Aoki-392,Cody-Stevens-862
150,2013-04-05,One FC 8: Kings and Champions,one-fc-8-kings-and-champions-654,Shinya Aoki,Kotetsu Boku,Shinya-Aoki-392,Kotetsu-Boku-3591
151,2012-12-31,DREAM 18,dream-18-626,Shinya Aoki,Antonio McKee,Shinya-Aoki-392,Antonio-McKee-1115
